,2-hydroxybutyric acid,2-hydroxyglutaric acid,"3,4-dihydroxybenzoic acid (protocatechuic acid)","3,5-dihydroxybenzoic acid",4-hydroxy-3-methoxybenzoic acid (isovanillic acid),4-hydroxy-3-methoxybenzoic acid (vanillic acid),4-hydroxy-3-methoxybenzyl alcohol,4-hydroxybenzoic acid (p-salicylic acid),Carbonate Ion,"cis,cis-muconic acid",Citric acid,Cytosine,D-glucose-6-phosphate,D-mannose,D-sorbitol,D-threitol,Fumaric acid,Glyceric acid,Glycerol 3-phosphate,Gycolic acid,Hydroquinone,Isocitric acid,L-malic acid,L-pyroglutamic acid,L-threonine,Malonic acid,Maltose,Methyl phosphate,Methylmalonic acid,Myo-Inositol,Myristic acid,Oleic acid,Palmitic acid,Phosphate Ion,Sedoheptulose-7-phosphate,Stearic acid,Succinic acid,Thymine,"trans,trans-muconic acid",Trehalose,Uracil,1-hexadecanol,"2,3-dihydroxyisovaleric acid",2-isopropylmalic acid,3-hydroxyanthranilic acid,3-hydroxybutyric acid,Adenine,Benzoic acid,Citramalic acid,D-arabitol,D-fructose-6-phosphate,D-glucose,D-lyxose,D-ribose,D-xylose,Erythritol,Ethyl glucuronide,Heptadecanoic acid,L-glutamic acid,N-acetyl-D-glucosamine,Nicotinic acid,Shikimic acid,Unknown 001,Unknown 002,Unknown 003,Unknown 004,Unknown 005,Unknown 006,Unknown 007,Unknown 008,Unknown 009,Unknown 010,Unknown 011,Unknown 012,Unknown 013,Unknown 014,Unknown 015,Unknown 016,Unknown 017,Unknown 018,Unknown 019,Unknown 020,Unknown 021,Unknown 022,Unknown 023,Unknown 024,Unknown 025,Unknown 026,Unknown 027,Unknown 028,Unknown 029,Unknown 030,Unknown 031,Unknown 032,Unknown 033,Unknown 034,Unknown 035,Unknown 036,Unknown 037,Unknown 038,Unknown 039,Unknown 040,Unknown 041,Unknown 042,Unknown 043,Unknown 044,Unknown 045,Unknown 046,Unknown 047,Unknown 048,Unknown 049,Unknown 050,Unknown 051,Unknown 052,Unknown 053,Unknown 054,Unknown 055,Unknown 056,Unknown 057,Unknown 058,Unknown 059,Unknown 060,Unknown 061,Unknown 062,Unknown 063,Unknown 064,Unknown 065,Unknown 066,Unknown 067,Unknown 068,Unknown 069,Unknown 070,Unknown 071,Unknown 072,Unknown 073,Unknown 074,Unknown 075,Unknown 076,Unknown 077,Unknown 078,Unknown 079,Unknown 080,Unknown 081,Unknown 082,Unknown 083,Unknown 084,Unknown 085,Unknown 086,Unknown 087,Unknown 088,Unknown 089,Unknown 090,Unknown 091,Unknown 092,Unknown 093,Unknown 094,Unknown 095,Unknown 096,Unknown 097,Unknown 098,Unknown 099,Unknown 100,Unknown 101,Unknown 102,Unknown 103,Unknown 104,Unknown 105,Unknown 106,Unknown 107,Unknown 108,Unknown 109,Unknown 110,Unknown 111,Unknown 112,Unknown 113,Unknown 114,Unknown 115,Unknown 116,Unknown 117,Unknown 118,Unknown 119,Unknown 120,Unknown 121,Unknown 122,Unknown 123,Unknown 124,Unknown 125,Unknown 126,Unknown 127,Unknown 128,Unknown 129,Unknown 130,Unknown 131,Unknown 132,Unknown 133,Unknown 134,Unknown 135,Unknown 136,Unknown 137,Unknown 138,Unknown 139,Unknown 140,Unknown 141,Unknown 142,Unknown 143,Unknown 144,Unknown 145,Unknown 146,Unknown 147,Unknown 148,Unknown 149,Unknown 150,Unknown 151,Unknown 152,Unknown 153,Unknown 154,Unknown 155,Unknown 156,Unknown 157,Unknown 158,Unknown 159,Unknown 160,Unknown 161,Unknown 162,Unknown 163,Unknown 164,Unknown 165,Unknown 166,Unknown 167,Unknown 168,Unknown 169,Unknown 170,Unknown 171,Unknown 172,Unknown 173,Unknown 174,Unknown 175,Unknown 176,Unknown 177,Unknown 178,Unknown 179,Unknown 180,Unknown 181,Unknown 182,Unknown 183,Unknown 184,Unknown 185,Unknown 186,Unknown 187,Unknown 188,Unknown 189,Unknown 190,Unknown 191,Unknown 192,Unknown 193,Unknown 194,Unknown 195,Unknown 196,Unknown 197,Unknown 198,Unknown 199,Unknown 200,Unknown 201,Unknown 202,Unknown 203,Unknown 204,Unknown 205,Unknown 206,Unknown 207,Unknown 208,Unknown 209,Unknown 210,Unknown 211,Unknown 212,Unknown 213,Unknown 214,Unknown 215,Unknown 216,Unknown 217
Tags,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,High Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,Moderate Confidence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ex_glc_wt_lag_1,84432.0,231.563959029,53905.337829378004,0.0,0.0,35843.1279301,0.0,41641.916326160004,630630.494467031,53442.410613362,3480.81003333,284653.70950974,276202.716277568,4102.3061089751,0.0,79737.2969724,89846.0,25194.68638188,259365.97332938,30719.244641251,0.0,0.0,5691.9912507348,242662.30472306,0.0,141701.83254519,0.0,65794.15604906,0.0,0.0,121586.79132244,20551.12333275,188810.262260398,0.0,49968.2253351,345957.750216867,51382.175565876,28526.65505894,35617.0,154788.728613469,0.0,44478.783950929996,7493.358476028,9714.214367244,0.0,53802.023910628,0.0,304285.1242736,30723.1813625224,233119.23693013,96055.94320745999,0.0,0.0,141908.659516688,125687.88993446,0.0,0.0,358916.530186216,38503.954675400004,0.0,20078.1378369033,0.0,0.0,0.0,0.0,558478.816752291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33640.0,0.0,0.0,0.0,0.0,0.0,0.0,6936.87640992,0.0,43756.61316149,81110.557397776,491531.01476478,0.0,0.0,14017.2008425,0.0,4231.8403742146,0.0,32433.64319403,0.0,0.0,0.0,0.0,98053.07896708,0.0,1008497.66195035,0.0,130362395.929264,0.0,26789.05557802,0.0,72049.95537962,0.0,0.0,0.0,27962.6434304,44017.64021394,0.0,53609.608756504,73473271.4414054,0.0,0.0,17226.46388442,0.0,0.0,433726.778743638,66894.9249429,139077.567992153,0.0,14430.16019925,0.0,75639.0582686,0.0,0.0,0.0,0.0,131902.63238387,0.0,0.0,53038.893936423,0.0,0.0,0.0,0.0,0.0,34734.7438323456,29177.28186022,0.0,0.0,808425.0,24655.48606675,0.0,77263.66411136,0.0,166972.056814148,0.0,0.0,0.0,0.0,114791.6927317,89679.19774513,0.0,0.0,44076.005846358,0.0,0.0,0.0,0.0,357180.339534426,269042.765950616,59814.24701402,0.0,0.0,354524.985242248,0.0,0.0,0.0,63880.218376787,0.0,96733.552655889,24588.33778032,0.0,6279.57418626,179998.71743525,0.0,136807.364677534,3503.44339176,581165.309147388,68943.5954025,117160.249718144,64230.378339182,0.0,0.0,670727.04350642,143832.061786,0.0,81202.7010035,17568.9137501234,231896.70476875,65022.30742585,0.0,20665.847558214,0.0,0.0,46908.06869133,48637.185369394,0.0,86879.51637304,112622.299600694,123098.125377886,336969.431671639,0.0,0.0,106746.249804627,0.0,235443.64706315,64192.13492759,62730.65877344,77888.11870023,2312.72424777,0.0,73839.460742063,112508469.874606,112842.0842179,75153.141738316,29808.321525704,0.0,1145.7167251122,11890.37245554,1082539.21920217,79787.575163916,51871.0,62866.171060836,0.0,45543.08244465,58220.7754416582,15314.235323312,35325.983165216,0.0,18481.569004386,150950.93937815,79312.45115164,3147.840831506,385890.6006857,0.0,207636.424006434,0.0,13870.063887318,43919.725125907,210172.044636756,82622.743726114,0.0,259138.882785248,193802.313767592,215406.088196912,138030.21763897,167636.603810392,0.0,226295.827617615,109283.11881708,81110.557397776,62571.840508379,225000.847943803,10463.70680706,387415.546895987,382262.255791393,1079012.04604194,7076.4787047588,311437.5780909,411774.225775383,218554.667827909,239965.16526239,84130.9733451157,136717579.155276,707565.41842141,483388.1554518,838426.582864119,761183.086915138,1335399.18046914,1099510.3782981,22081832.5595453,16968047.2265152,162546517.137811,554845483.427774
ex_glc_wt_mid_exp_1,129591.0,148802.770709712,4529.336772942001,0.0,0.0,5543.529585819,0.0,1688.550915912,593959.16577809,87850.2777748252,87414.225520095,742.6306284165,334299.190529766,230530.516346771,0.0,535096.960173035,155454.0,180151.90075349,0.0,58593.144001371,0.0,0.0,114388.865902754,387393.51830618,49015.457454108,31888.56478648,0.0,14808.75768372,0.0,154624.53832154,273457.947517093,67954.182406293,260198.505190391,0.0,20574.5637924,391728.375257546,1358369.23116399,17184.3543737952,43123.1660862975,1455376.58272692,560576.941443072,3430720.18247293,227529.151810244,214894.69730225,0.0,38504.4643261,824927.79065978,164211.067268712,144993.282283473,150283.831703883,70599.42153645,238543108.170685,432238.80378916,0.0,541616.0,0.0,6023429.32230008,193494.745324774,167159.9352135,11318630.7599144,30794.478339675,0.0,0.0,186125.88362579,0.0,0.0,13478056.5895499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419772.524976534,72624.73520936,0.0,0.0,0.0,0.0,0.0,0.0,9167.68381602,0.0,10024.3416803133,36878.37809028,59521.971996905,260699.549280845,0.0,7770.23275626,0.0,15674.029468328,0.0,49466.47821199,0.0,0.0,0.0,278224.176131855,281788.7846176,0.0,46458.777745073,0.0,0.0,0.0,37621.67570451,850099.421975166,0.0,414674.32624867,0.0,0.0,15662.73104272,0.0,0.0,73966.22004647,0.0,74338.036462113,0.0,31218.98912154,0.0,463577.19209969,0.0,0.0,29838.682620876,0.0,18674.63316396,0.0,122980.974642348,67153.16699235,0.0,220432.091092414,0.0,46549.21818769,0.0,0.0,7645677.64994412,0.0,0.0,0.0,44888.97297472,0.0,2258.15375394,118514.058328007,0.0,0.0,37299.29684758,84937.028567718,39395.915677702,171772.0,763771.505310074,273021.37617974,155380.066061701,0.0,193153.98301912,0.0,50367849.4070491,604739.63655606,0.0,166474.065229077,54329.77780261,0.0,0.0,0.0,0.0,0.0,202365.655555796,23073.23365424,4758730.69168974,0.0,190588.0,0.0,0.0,1508213.05542423,346180.22182039,830752.331397306,205339.183969058,14216.818108,1015144.65891515,0.0,129316.15590556,1938595.34194273,63245.26841,85647.01434702,371213.908740698,721387.0,190828.036865261,282.179909122,0.0,0.0,421275.467962985,84204.95806262,0.0,14155.11059701,15232.6573611253,328342.36452686,347932.7453776,0.0,11511.537993395,0.0,0.0,28103.5672445748,32931.0914750935,0.0,9852.01994762,0.0,50350.657157346,122148.782901624,0.0,2555077.44257112,58624.297785132,0.0,149697.85567285,182621.62535305,1044116.00285514,61632.00168643,78055.73101536,0.0,92254.882659375,23814432.6061736,250777.25531538,62862.857844826,138281.320365285,0.0,106782.17921956,45409.1506434853,1008380.88480324,197814.54887584,12447084.5074676,97736.422805846,130659455.818748,145584.74682474,37686.028062226,20683.63073755,47063.652389006,0.0,2364290.66308689,287312.44662442,105580.156320809,74493.0,107633.523784628,0.0,71077.060053356,0.0,86219.106453637,75121.637031769,143687.0,200715.072180851,0.0,51415.73824395,129408.3653995,37598.30988661,173765.26852942,77102.831437426,0.0,76325.237712902,172780.91832072,44172.44980306,232032.535528875,133423.701010699,11545082.9844227,84006.712177039,65683.644823886,823688.390216801,85973.91084953,78620.16998968,78450.950383265,185532.629041887,111563.67812391,61285.481865351,244797625.735272,580451.46056403,659043.890948463,263327.3407233,593895.828044703,1396674.05486314,1014275.99141804,0.0,81382216.5653368,44546084.4023041,537539233.548357
ex_glc_wt_lag_2,322214.05242059205,0.0,47678.72634166,0.0,0.0,28553.570029606,0.0,26305.90952956,1844286.08918631,131350.85324272,3953.13246696,443801.22020185995,210677.470460196,0.0,0.0,240812.0,28044.0219020985,648970.222537999,172061.5219368,44543.428042609,0.0,0.0,0.0,71852.6796537314,0.0,70858.76230993,0.0,83577.96763523,0.0,0.0,135103.94433935,19686.71072256,313254.616456972,0.0,0.0,511153.329656356,118472.529379017,43396.30228298,3839.7228124476,149012.88797924,0.0,58225.342422810005,0.0,0.0,0.0,121980.412937515,0.0,265428.037733244,307693.48128519,348692.569813801,78381.61739195,0.0,185521.85641761,0.0,132416.46079556,0.0,0.0,354483.864496371,48352.20808212,0.0,723.58849535,0.0,0.0,0.0,0.0,719551.512264306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75025.314931197,34081.72638952,0.0,0.0,0.0,0.0,0.0,33742.06011496,0.0,54393.30153923,162708.83366091,885630.688019019,0.0,0.0,33242.69897473,0.0,0.0,0.0,42379.38412348,0.0,0.0,0.0,0.0,3276.49116857,0.0,53660.529753622,0.0,0.0,0.0,102743.655708,0.0,0.0,0.0,0.0,0.0,34805.43156884,0.0,0.0,22351.488733725,211270859.9492,0.0,0.0,176230.793233008,0.0,0.0,391046.118619914,74485.28200728,43265.969691436,0.0,18699.420968,0.0,118673.96044863,0.0,0.0,0.0,0.0,204591.76820232,13186.66819437,0.0,118730.86263577,0.0,0.0,0.0,10028.6488374871,0.0,89730.676766,12854.23810368,0.0,0.0,432179.325235547,102021.8420495,0.0,31262.336994943,0.0,0.0,0.0,0.0,0.0,0.0,167427.22583347,41062.22659552,0.0,0.0,64041.581490677,0.0,0.0,0.0,0.0,126132.98466654,123056.63416818,88449.08632563,0.0,0.0,247950.45475201,0.0,0.0,0.0,110628.45782615,0.0,44070.12898197,2638.66501692,0.0,0.0,274583.719358,0.0,269336.16255488,0.0,452283.094254352,207792.56243295,293352.781005685,76813.73464353,0.0,0.0,1196009.35427671,119563.80113874,0.0,0.0,46640.6979527892,245997.664521977,136848.78014636,0.0,52306.793284082,0.0,0.0,120669.826301937,110032.915396958,0.0,240553.500980598,0.0,126862.16939062,316230.36828531,0.0,0.0,11317.15423269,0.0,417962.8649981,174529.13973743,71849.23112136,80410.3595947,0.0,0.0,179492.234286301,142156614.385023,229700.54805707,163378.28721581,73045.880312118,0.0,0.0,13918.543321947,985565.85087166,327994.49834523,98356.0,69974.50488312,0.0,56414.9429401,58013.08362873,242894.12110758,103048.43686266,0.0,95524.18338496,623337.88646396,159430.988865112,147437.62805685,120363.6257961,0.0,35939.303751936,0.0,0.0,62223.258513904,188191.82624259,66055.413511366,0.0,105027.81630182,196210.611004308,107803.01029581,235049.36699936,323174.08334514,0.0,59713.89462091,209547.85267764,162708.83366091,311250.63069316,564762.934869496,13913.89796664,138176.911896449,155473.02450483,1478662.77940179,33205.02988711,116034.32915637,187891.124498028,284838.212578282,129202.53450446,88339.4864816108,312486908.901962,1128704.4947467,811432.733698713,532427.004762375,1472574.4241991,3155670.80200256,1627907.19618189,19688642.9912625,18615931.9658447,51254060.5618854,948718365.682272
ex_glc_wt_mid_exp_2,184530.88493505,396103.861041172,9217.8072804528,0.0,0.0,0.0,0.0,5915.380687896,1064455.42296979,183852.90802806,161001.20443713,0.0,251009.088127903,164599830.109837,0.0,811636.53146018,157470.833629852,222591.52873844,0.0,126468.302821534,0.0,0.0,257106.598751689,668282.12331347,0.0,166302.99438305,143724.85564378,101794.25215554,0.0,126638.68263564,97288.51295516,37227.4003101,304681.335033496,0.0,0.0,384245.868425896,2047200.05330639,31256.661019898,122522.064781653,1069353.78560876,0.0,6146646.97132887,397498.928201098,374817.59866714,0.0,67103.200441183,833051.45535853,114466.82309052,1176276.37821404,863733.030531342,62396.37855715,67862519.9051674,0.0,0.0,561367.20659301,0.0,10715387.9562482,412051.92662331,319221.997870876,26737243.9646591,54767.9197148,563082.1752754517,296136.633184587,0.0,0.0,0.0,22943995.1991163,0.0,0.0,0.0,129035.672065766,0.0,0.0,0.0,167314.427660402,88343.0,0.0,0.0,0.0,0.0,0.0,104375.37171032,53211.9530139075,0.0,8683.74102402,97793.19732027,95307.702270377,805419.540289806,0.0,12632.982322052,0.0,9636.751391674,0.0,21669.978569162,0.0,1008089.15988618,0.0,0.0,525023.142102796,0.0,27824.2295107328,305406.09783945,0.0,0.0,169716.116386765,668409.85474092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331889.20874422,0.0,0.0,0.0,0.0,0.0,856943.540855386,0.0,0.0,6466.237370355,0.0,18802.9006052,0.0,254731.3887999,0.0,0.0,960624.042353916,0.0,303848.4824576,0.0,0.0,12902062.7461933,0.0,0.0,0.0,86898.958904092,0.0,41637.17074146,13201.0,0.0,0.0,1195229.11586794,174951.10865489,0.0,316483.0,698247.52990472,482196.667739334,0.0,0.0,0.0,0.0,69504192.0115122,113708.40229333,0.0,0.0,108506.666190466,0.0,0.0,0.0,0.0,0.0,32822.25065912,20802.034183,0.0,0.0,244200.81607713,0.0,0.0,2722438.36506402,1182907.0,1883624.06595159,58239.48425134,291555.861454212,986229.448617585,2007238.06045196,253727.20788085,0.0,100074.82029,76397.57621661,524405.174951602,109866.68162688,592452.02247762,37009.494166228,0.0,0.0,1067885.67229577,77849.56250173,0.0,0.0,52268.4243235334,698247.52990472,86947.555725199,0.0,35233.183057045,0.0,0.0,115526.6389212,161007.093559402,0.0,32657.64868144,0.0,0.0,132443.63580299,0.0,624749.211870494,0.0,0.0,331406.41955921,241155.35629157,3032057.72942948,20481.8055936,134370.13296885,0.0,374620.525510533,81015166.226025,204259.769557,112591.83913383,87078.435814396,0.0,160088.28696177,24310.681689848,79794.89662834,321958.636221,15864635.6240391,74719.239216214,0.0,95298.22265421,66110.25413667,43002.958932304,98182.13817604,0.0,6126043.30589813,680534.37127421,244188.807982434,444891.0,216219.3068142,0.0,5660.49001783,0.0,126447.699725483,145147.689438022,160165.15594878,130821.204983926,0.0,127386.133986788,232440.02312313,61008.509214722,375196.14790588,674275.616226682,0.0,0.0,289415.64527504,97793.19732027,772729.495162135,842120.461818711,14970082.4457915,11908.893393681,43068.1237035499,286285.45519506,180361.0,24356.75453754,47841.84787715,431958.83045465,218257.98952472,112520.286372642,317565372.19998,1641907.18259617,594767.363025004,171441.11946416,1092351.5823118,4284292.73486181,1643802.68276646,0.0,70134467.677323,63143046.8841463,919518453.502566
ex_glc_wt_lag_3,167201.041365442,0.0,10807.64531097,0.0,0.0,37063.569457873,0.0,17310.51258449,1229382.08924904,113945.99832889,56726.64808478,515968.76450986,99785.103881528,11024.8997676175,0.0,162510.0,15938.3576324934,112473.0,0.0,27899.162071595,0.0,0.0,0.0,228416.481261154,0.0,53082.17291406,0.0,95592.688049197,0.0,0.0,252506.0622798,35735.3561286,369437.242690386,0.0,0.0,513187.435969056,178367.205106097,43308.64306045,0.0,132366.302593899,0.0,49091.186666969996,0.0,0.0,0.0,81535.79601823,0.0,325360.02822966,177153.82860967,312704.391548885,55322.306949713,0.0,0.0,0.0,91233.78058375,0.0,0.0,109758.69061412,4740.456253341,0.0,0.0,0.0,0.0,0.0,0.0,727707.38578637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47192.217362198,0.0,38462.00379215,0.0,0.0,577.61908432,0.0,45360.6716999928,0.0,9682.254984168,63796.9773098,283677.517020291,0.0,0.0,45129.086295,0.0,0.0,0.0,204.35406724,0.0,0.0,0.0,0.0,193939.763041152,0.0,60266.061009196,0.0,0.0,0.0,99435.46714932,0.0,0.0,0.0,0.0,0.0,18540.251462188,0.0,0.0,17218.984885216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18621.31209476,0.0,87692.34751797,0.0,49512.1718305599,0.0,0.0,0.0,0.0,352471.21834411,0.0,0.0,35846.136219905,0.0,0.0,0.0,28883.054744076,0.0,11574.842333392,0.0,0.0,0.0,135856.240955752,19220.37592162,0.0,30207.618780803,47526.086538686,0.0,0.0,0.0,163592.609080555,0.0,162177.63528352,0.0,0.0,0.0,102242.42212046,64980765.1354825,0.0,0.0,0.0,57355.9805091,63801.79232588,21973.25153648,0.0,0.0,239464.652256615,0.0,0.0,0.0,213503.18865814,0.0,357435.27766954,78409.7207856,0.0,0.0,272833.63758995,0.0,239614.65621735,0.0,434261.245473478,240617.80806965,11492.72016318,34723.2236526,0.0,0.0,973897.82091586,114302.16239348,0.0,182.47761225,43810.1585544871,154757.66944857,82923.192142258,0.0,39829.475722418,0.0,0.0,136195.42148954,96002.307972414,0.0,152950.952941807,0.0,100257.934086988,50807.27012531,0.0,0.0,0.0,0.0,322431.99786296,48222.17811474,93402.15007528,47723.16081446,11846.13823344,0.0,328.86287174,143573792.992623,280526.69722296,77967.513914438,107906.916163352,0.0,0.0,15120.168890402,38182.8237967,347931.64703852,154366.23465116,73647.795780263,0.0,91310.71295334,363009.418687007,128027.868109878,122821.412590386,0.0,48091.081544,636982.87325842,177662.342091685,865227.84113127,27685.77289938,0.0,2679.955680768,13879790.3040315,25028.555086076,117099.515937391,213909.909932465,76338.931837762,0.0,48310.01862599,217857.43428792,22493.2083173,282882.81579479,273396.65707134,0.0,10281.43410528,228369.69992552,63796.9773098,240783.57073826,553406.678179475,97967.04700548,52106.114553412,35015.08972089,1265922.74874657,16105.43399724,47080.42463486,66489.869328378,315352.006292787,87071.386566,72274.38585756,347410119.32694,1254023.79594524,637582.810253643,266595.035054309,1425800.46125706,3273820.56129347,1754362.3550069,41641610.0860423,15143573.5610513,795453570.920648,1069937026.35654
ex_glc_wt_mid_exp_3,220617.5240394,235337.41680065,10563.324580632,0.0,0.0,9162.947591436,0.0,10996.0,902475.329610677,134497.384763822,83912.470325686,0.0,198773.946518684,178250417.430935,367122.51732881,755401.18303341,92315.10164069,281893.95894155,0.0,99605.277048911,0.0,0.0,164997.014122122,535276.2844206,30560.940188359,62028.52445608,60241.27546434,0.0,0.0,202189.156504605,102110.71327081,36950.12226752,276868.798616734,0.0,0.0,441467.479401536,1852164.69159144,14909.036223939,22015.532397717,1049415.28346757,0.0,1479165.6939511173,312371.87228199,266729.066831653,0.0,62026.20598784,701474.95841373,275026.38842575,820503.3566231,233864.68942569,105943.28150094001,0.0,0.0,0.0,532794.05843696,0.0,2062535.68375396,160540.4780445,141811.7243012,6966285.25838283,42821.95656898,321442.88989656,0.0,0.0,0.0,0.0,5083799.4809935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20086.0,92315.10164069,0.0,0.0,0.0,0.0,0.0,99670.536312388,44090.7214865208,145895755.364444,10555.50014372,93304.6816338,67347.135175571,0.0,0.0,54929.4724256,0.0,29937.250326942,0.0,20519.7736816,0.0,0.0,0.0,0.0,263623.0,0.0,60101.6859172598,0.0,0.0,0.0,122757.835140864,57412.60025154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305333.57313525,0.0,0.0,0.0,0.0,0.0,122815.493719746,0.0,0.0,52388.4954663,0.0,57334.05770577,0.0,233266.02679836,0.0,0.0,251481.596567597,0.0,402396.00429531,0.0,0.0,2874128.6788917,0.0,0.0,0.0,18192.153204,0.0,26957.42783253,0.0,0.0,0.0,686974.35056852,107107.59193933,0.0,246633.361140085,628227.415710338,0.0,0.0,0.0,0.0,0.0,1801333.69395112,56701.35942994,0.0,0.0,84382.80427664,0.0,0.0,0.0,0.0,0.0,145190.4338809,43603.18209024,0.0,0.0,417683.70101224,0.0,0.0,2040404.19472476,733463.27795388,1059712.55291727,64257.91029792,0.0,360682.125274822,0.0,410242.69900491,0.0,378623.785792319,82860.9619008,516022.932809718,457629.219841172,561971.920064163,35058.96116646,0.0,0.0,391698.044557461,73488.67471663,0.0,0.0,43953.3376143987,377868.85688137,138435.05625222,0.0,35789.598818339,0.0,0.0,75138.969034295,88852.431276764,0.0,124256.757335592,0.0,9682.064022032,100837.96820454,0.0,173214.66258822,0.0,0.0,101033.7098637,258819.87107652,3019070.11454406,50353.91107492,108533.73742104,0.0,348815.121415137,125789941.723596,585918.40099128,77778.46820816,116331.137048192,0.0,146880.69545647,20562.966199089,56604.7571096,316896.5225744,12173568.3936675,110463.638416549,33074778.118468,81029.4161866,42781.99957218,91961.59971594,68346.78609383,0.0,2449760.11434766,274711.28029147,189644.52966533,297882.0,215953.07739786,0.0,0.0,0.0,102481.100940622,110468.842937698,326392.58897428,96950.215007554,0.0,43854.6753646476,181903.27931641,25180.553050518,303750.100386342,393612.6718417,0.0,0.0,247252.04776641,93304.6816338,529094.64574794,282896.58817541,11504870.8939527,62226.07217016,36263.108731134,1300472.00512822,94805.162468134,18341.46354858,21700.93564192,308557.09633345,143825.55818068,0.0,285264086.912375,1254583.5427491,768620.644496543,148484.57033015,1098458.89363251,2419671.53045903,1261006.91753108,0.0,91091529.2558128,325172638.261181,880604229.544424
