,1-Aminocyclopropane-1-carboxylic acid,1-Methyladenine,2-Aminoadipic acid,2-Aminopurine,2'-Deoxyadenosine 5'-monophosphate (dAMP),2'-Deoxyadenosine-5'-diphosphate (dADP),2'-Deoxycytidine 5'-diphosphate (dCDP),2'-Deoxycytidine 5'-Monophosphate,2-Hydroxycinnamaldehyde,4-Acetamidobutanoic acid,4-Guanidinobutanoic acid,5'-Deoxyadenosine,5'-S-Methyl-5'-thioadenosine,Adenine,Adenosine,"Adenosine 3',5'-Biphosphate",Adenosine 3'5'-cyclic monophosphate,Adenosine 5' monophosphate (AMP),Allopurinol,Betaine,Biotin,Citrulline,Cytidine 5'-monophosphate (CMP),Cytosine,Deoxycarnitine,Diacetyl,Diaminopimelic acid,Diethanolamine,DL-alpha-Aminoadipic acid,DL-Arginine,DL-Aspartic acid,DL-Carnitine,DL-Glutamic acid,DL-Glutamine,DL-Homoserine,DL-Phenylalanine,DL-Proline,DL-Serine,DL-Threonine,DL-Valine/DL-Norvaline,Ethyl 3-Ureidopropionic acid,Flavin adenine dinucleotide (FAD),Glycerophosphoric acid,Guanine,Histamine,Homocysteine thiolactone,Hypoxanthine,Inosine,Inosine-5'-monophosphate (IMP),Itaconic acid,L-Cysteic acid,DL-Histidine,DL-Tyrosine,Methyl Dehydrojasmonate,"N6,N6,N6-Trimethyl-L-lysine",N-Acetylasparagine,N-Acetyl-DL-glutamic acid,N-Acetyl-DL-Leucine,N-acetylglycine,N-alpha-Acetyl-L-lysine,Nicotinamide,Nicotinic acid/Niacin,N-Methyl-DL-Glutamic acid,Ophthalmic acid,Pantothenic acid,Pipecolic acid/Homoproline,Pyroglutamic acid,Sugars-Disaccharides,Sugars-Hexoses-Phosphate,Sugars-Hexoses-Phosphate,Sugars-Hexoses-Phosphate,UDP,UMP,Urocanic acid,2-Hydroxyatrazine,3'-Adenosine monophosphate (3'-AMP),3-Aminoproline,3-Pyridinol,Aminoproline,beta-Nicotinamide adenine dinucleotide (NAD+),Caprolactam,Citroflex A-4,Desaminometribuzin,Dialanine,Dimethyl anthranilate,DL-Stachydrine,Dodecamethylcyclohexasiloxane,Ectoine,Glycerylphosphorylethanolamine,Glycylproline,Homocitrulline,L-Glutamyl-L-glutamic acid,Maltol,Methylimidazoleacetic acid,MHPG,Muconic acid,N(PI)-Methyl-L-Histidine,"N,N-Dimethyl-histidine",N6-Methyllysine,N-acetyl-L-2-aminoadipic acid,N-epsilon-Acetyl-L-lysine,Nicotinic acid mononucleotide,N-methyl-2-oxoglutaramic acid,N-methylethanolamine phosphate,Nootkatone,O-Acetyl-L-homoserine,Oxooctadecanoic acid,Phloroglucinol,Phosphoric acid,Picolinamide,Picolinic acid,PPG n4,PPG n5,Prolylglycine,Prolylleucine,Pseudouridine 5'-phosphate,S-Adenosylmethionine,Succinamide,Triethanolamine,Triisopropanolamine,Tris(2-butoxyethyl) phosphate,Trisaccharide 6'-Phosphate,Υ-Glutamylcysteine,2'-Deoxycytidine,3-(2-Hydroxyphenyl)propanoic acid,4-Hydroxy-DL-phenylglycine,Amino-Sugars-C8,Benzaldehyde,Carnosine,Cyclic guanosine monophosphate (cGMP),Furoic acid,Guanosine-5'-diphosphate (GDP),GDP-Glucose,Guanosine-5'-monophosphate (GMP),Guanosine,Maleamic acid,N-Acetylneuraminic acid,"Pentulose, 5-phosphate","Pentulose, 5-phosphate",Phosphocreatine,Phosphoenolpyruvate,Protocatechuic acid,S-Adenosyl-L-homocysteine,Tyrosol,UDP-galactose,Uridine diphosphate-N-acetylgalactosamine,"1,4-Dimethylimidazole",2'-Deoxyguanosine,4-Imidazolemethanol,Aflatoxin G2,Bis(methylbenzylidene)sorbitol,Catechol,Cyclohexenone,Daminozide,delta-Valerolactone,Dimethylethanolamine,DL-allylglycine,furan-2(5H)-one,Methacrylamide,Metribuzin,N-Acetylvaline\N-Acetylnorvaline,Pentoxifylline,Possibe Peptide,Possible peptide,Possible peptide,Possible Peptide,Possible Peptide,Possible Peptide,Possible Peptide,Possible Peptide,Possible purine,Pyrogallic acid,Simetryn,Sugar-Tetrasacharride,thymidine diphosphate (dTDP),Vinyl Carbamate,(2S)-2-Piperazinecarboxamide\(2R)-2-Piperazinecarboxamide,1-(Diethylamino)ethanol,"1,4-Diamino-2-butyne",1-Acetylimidazole,1-Methyl-L-proline,1-Piperideine,1-pyrroline-5-carboxylic acid,2-(Diethylamino)ethanol,2-(Dimethylamino)acetonitrile,"2,3-dihydro-1H-pyrrole-2-carboxylic acid","2,4-Dimethyloxazole","2,5-Dimethyloxazole","2,6-Diamino-4-hexenoic acid",2-Foryml-1H-pyrrol,"3,4-Dehydroproline","3,4-Diaminopyridine",3-Amino-2-piperidone,"4,5-Pyrimidinediamine,N5,2-dimehtyl-",4-guanidinobutanal,5-Aminopentanamide,Acetylpyrazine,alpha-Methylene-gamma-butyrolactone (Tulipalin A),Cyclopentanone,DL-Lysine lactam,Fenugreekine,Furfural,Glutarylglycine,Iminodiacetic acid,Isoxazolin-5-one,Nitrobenzene,N-Methylglutamine,N-Methylolacrylamide,Oxazolidinone,Unknown 001,Unknown 002,Unknown 003,Unknown 004,Unknown 005,Unknown 006,Unknown 007,Unknown 008,Unknown 009,Unknown 010,Unknown 011,Unknown 012,Unknown 013,Unknown 014,Unknown 015,Unknown 016,Unknown 017,Unknown 018,Unknown 019,Unknown 020,Unknown 021,Unknown 022,Unknown 023,Unknown 024,Unknown 025,Unknown 026,Unknown 027,Unknown 028,Unknown 029,Unknown 030,Unknown 031,Unknown 032,Unknown 033,Unknown 034,Unknown 035,Unknown 036,Unknown 037,Unknown 038,Unknown 039,Unknown 040,Unknown 041,Unknown 042,Unknown 043,Unknown 044,Unknown 045,Unknown 046,Unknown 047,Unknown 048,Unknown 049,Unknown 050,Unknown 051,Unknown 052,Unknown 053,Unknown 054,Unknown 055,Unknown 056,Unknown 057,Unknown 058,Unknown 059,Unknown 060,Unknown 061,Unknown 062,Unknown 063,Unknown 064,Unknown 065,Unknown 066,Unknown 067,Unknown 068,Unknown 069,Unknown 070,Unknown 071,Unknown 072,Unknown 073,Unknown 074,Unknown 075,Unknown 076,Unknown 077,Unknown 078,Unknown 079,Unknown 080,Unknown 081,Unknown 082,Unknown 083,Unknown 084,Unknown 085,Unknown 086,Unknown 087,Unknown 088,Unknown 089,Unknown 090,Unknown 091,Unknown 092,Unknown 093,Unknown 094,Unknown 095,Unknown 096,Unknown 097,Unknown 098,Unknown 099,Unknown 100,Unknown 101,Unknown 102,Unknown 103,Unknown 104,Unknown 105,Unknown 106,Unknown 107,Unknown 108,Unknown 109,Unknown 110,Unknown 111,Unknown 112,Unknown 113,Unknown 114,Unknown 115,Unknown 116,Unknown 117,Unknown 118,Unknown 119,Unknown 120,Unknown 121,Unknown 122,Unknown 123,Unknown 124,Unknown 125,Unknown 126,Unknown 127,Unknown 128,Unknown 129,Unknown 130,Unknown 131,Unknown 132,Unknown 133,Unknown 134,Unknown 135,Unknown 136,Unknown 137,Unknown 138,Unknown 139,Unknown 140,Unknown 141,Unknown 142,Unknown 143,Unknown 144,Unknown 145,Unknown 146,Unknown 147,Unknown 148,Unknown 149,Unknown 150,Unknown 151,Unknown 152,Unknown 153,Unknown 154,Unknown 155,Unknown 156,Unknown 157,Unknown 158,Unknown 159,Unknown 160,Unknown 161,Unknown 162,Unknown 163,Unknown 164,Unknown 165,Unknown 166,Unknown 167,Unknown 168,Unknown 169,Unknown 170,Unknown 171,Unknown 172,Unknown 173,Unknown 174,Unknown 175,Unknown 176,Unknown 177,Unknown 178,Unknown 179,Unknown 180,Unknown 181,Unknown 182,Unknown 183,Unknown 184,Unknown 185,Unknown 186,Unknown 187,Unknown 188,Unknown 189,Unknown 190,Unknown 191,Unknown 192,Unknown 193,Unknown 194,Unknown 195,Unknown 196,Unknown 197,Unknown 198,Unknown 199,Unknown 200,Unknown 201,Unknown 202,Unknown 203,Unknown 204,Unknown 205,Unknown 206,Unknown 207,Unknown 208,Unknown 209,Unknown 210,Unknown 211,Unknown 212,Unknown 213,Unknown 214,Unknown 215,Unknown 216,Unknown 217,Unknown 218,Unknown 219,Unknown 220,Unknown 221,Unknown 222,Unknown 223,Unknown 224,Unknown 225,Unknown 226,Unknown 227,Unknown 228,Unknown 229,Unknown 230,Unknown 231,Unknown 232,Unknown 233,Unknown 234,Unknown 235,Unknown 236,Unknown 237,Unknown 238,Unknown 239,Unknown 240,Unknown 241,Unknown 242,Unknown 243,Unknown 244,Unknown 245,Unknown 246,Unknown 247,Unknown 248,Unknown 249,Unknown 250,Unknown 251,Unknown 252,Unknown 253,Unknown 254,Unknown 255,Unknown 256,Unknown 257,Unknown 258,Unknown 259,Unknown 260,Unknown 261,Unknown 262,Unknown 263,Unknown 264,Unknown 265,Unknown 266,Unknown 267,Unknown 268,Unknown 269,Unknown 270,Unknown 271,Unknown 272,Unknown 273,Unknown 274,Unknown 275,Unknown 276,Unknown 277,Unknown 278,Unknown 279,Unknown 280,Unknown 281,Unknown 282,Unknown 283,Unknown 284,Unknown 285,Unknown 286,Unknown 287,Unknown 288,Unknown 289,Unknown 290,Unknown 291,Unknown 292,Unknown 293,Unknown 294,Unknown 295,Unknown 296,Unknown 297,Unknown 298,Unknown 299,Unknown 300,Unknown 301,Unknown 302,Unknown 303,Unknown 304,Unknown 305,Unknown 306,Unknown 307,Unknown 308,Unknown 309,Unknown 310,Unknown 311,Unknown 312,Unknown 313,Unknown 314,Unknown 315,Unknown 316,Unknown 317,Unknown 318,Unknown 319,Unknown 320,Unknown 321,Unknown 322,Unknown 323,Unknown 324,Unknown 325,Unknown 326,Unknown 327,Unknown 328,Unknown 329,Unknown 330,Unknown 331,Unknown 332,Unknown 333,Unknown 334,Unknown 335,Unknown 336,Unknown 337,Unknown 338,Unknown 339,Unknown 340,Unknown 341,Unknown 342,Unknown 343,Unknown 344,Unknown 345,Unknown 346,Unknown 347,Unknown 348,Unknown 349,Unknown 350,Unknown 351,Unknown 352,Unknown 353,Unknown 354,Unknown 355,Unknown 356,Unknown 357,Unknown 358,Unknown 359,Unknown 360,Unknown 361,Unknown 362,Unknown 363,Unknown 364,Unknown 365,Unknown 366,Unknown 367,Unknown 368,Unknown 369,Unknown 370,Unknown 371,Unknown 372,Unknown 373,Unknown 374,Unknown 375,Unknown 376,Unknown 377,Unknown 378,Unknown 379,Unknown 380,Unknown 381,Unknown 382,Unknown 383,Unknown 384,Unknown 385,Unknown 386,Unknown 387,Unknown 388,Unknown 389,Unknown 390,Unknown 391,Unknown 392,Unknown 393,Unknown 394,Unknown 395,Unknown 396,Unknown 397,Unknown 398,Unknown 399,Unknown 400,Unknown 401,Unknown 402,Unknown 403,Unknown 404,Unknown 405,Unknown 406,Unknown 407,Unknown 408,Unknown 409,Unknown 410,Unknown 411,Unknown 412,Unknown 413,Unknown 414,Unknown 415,Unknown 416,Unknown 417,Unknown 418,Unknown 419,Unknown 420,Unknown 421,Unknown 422,Unknown 423,Unknown 424,Unknown 425,Unknown 426,Unknown 427,Unknown 428,Unknown 429,Unknown 430,Unknown 431,Unknown 432,Unknown 433,Unknown 434,Unknown 435,Unknown 436,Unknown 437,Unknown 438,Unknown 439,Unknown 440,Unknown 441,Unknown 442,Unknown 443,Unknown 444,Unknown 445,Unknown 446,Unknown 447,Unknown 448,Unknown 449,Unknown 450,Unknown 451,Unknown 452,Unknown 453,Unknown 454,Unknown 455,Unknown 456,Unknown 457,Unknown 458,Unknown 459,Unknown 460,Unknown 461,Unknown 462,Unknown 463,Unknown 464,Unknown 465,Unknown 466,Unknown 467,Unknown 468,Unknown 469,Unknown 470,Unknown 471,Unknown 472,Unknown 473,Unknown 474,Unknown 475,Unknown 476,Unknown 477,Unknown 478,Unknown 479,Unknown 480,Unknown 481,Unknown 482,Unknown 483,Unknown 484,Unknown 485,Unknown 486,Unknown 487,Unknown 488,Unknown 489,Unknown 490,Unknown 491,Unknown 492,Unknown 493,Unknown 494,Unknown 495,Unknown 496,Unknown 497,Unknown 498,Unknown 499,Unknown 500,Unknown 501,Unknown 502,Unknown 503,Unknown 504,Unknown 505,Unknown 506,Unknown 507,Unknown 508,Unknown 509,Unknown 510,Unknown 511,Unknown 512
m/z,102.05471,150.07725,162.07592,136.0617,332.07482,412.0415,388.03053,308.06389,166.08609,146.08098,146.0921,252.10892,298.09661,136.06164,268.10394,428.0365,330.05975,348.06955,137.04558,118.08603,245.09529,176.10269,324.05889,112.0505,146.11732,87.04394,191.10254,106.08622,162.07547,175.1187,134.04446,162.11224,148.05999,147.07604,120.06538,166.08614,116.07044,106.04975,120.06533,118.08615,161.09156,786.16029,173.02049,152.05653,112.08685,118.03205,137.04574,269.08777,349.05408,131.03365,170.01132,156.07651,217.11811,244.19055,189.15956,157.06064,190.07076,174.11233,100.03925,189.12298,123.05523,124.03933,162.07593,290.13412,220.11788,130.08622,130.04965,360.14939,261.03656,261.03669,261.03673,405.00913,325.04274,139.05012,198.13487,348.06961,131.08137,96.04429,131.08127,664.1155,114.09121,403.23266,200.0851,161.09184,166.0861,144.10156,462.14651,143.08107,216.06267,173.09153,190.11814,277.10278,127.03894,158.09204,167.07022,160.05988,170.09192,184.10756,161.12831,204.08634,189.12322,336.04772,160.06016,156.04174,219.17416,162.07569,299.25799,127.03882,98.98402,123.05519,124.03929,251.18516,309.22704,173.09183,229.15454,325.04251,399.14447,117.06564,150.11223,192.15933,399.25049,423.08952,251.06897,228.09769,167.07013,168.0653,204.08658,107.04909,244.14016,363.08108,170.01126,444.03147,606.08439,364.06499,284.09878,133.06052,292.10201,213.01564,213.01564,194.0326,168.98941,172.06003,385.12859,139.07513,584.08846,608.08694,97.07589,268.1039,116.0818,331.08094,387.18044,128.0705,114.09121,161.09153,101.05961,90.09126,116.07043,102.05476,86.05992,215.09595,142.08612,296.17008,302.17077,219.09698,219.0973,229.11821,249.10803,261.14418,277.10263,279.10038,136.06171,127.03893,214.11199,684.25573,403.02992,88.03914,130.09744,118.12259,85.07595,111.05521,130.08617,84.08077,114.05487,118.12245,85.07598,114.05492,98.05986,98.05985,145.0969,96.04433,114.05496,110.07119,115.0864,139.0977,130.09738,117.1022,123.05518,99.0439,102.09122,129.10222,664.11532,97.02831,190.07072,134.04449,103.0501,124.03931,161.09156,102.05491,88.03916,102.05489,102.09113,102.09122,102.09122,102.09128,102.09128,104.99227,107.07024,108.05558,109.0283,111.05523,111.05524,111.09161,111.09166,112.0867,113.0707,113.07084,113.0708,113.10723,114.05494,114.05491,115.08643,115.08646,116.07042,116.07047,118.06105,118.06106,120.06548,120.08074,120.08074,123.06648,127.03893,127.03893,127.03898,127.09773,127.09772,127.09783,128.07051,128.07064,128.08171,128.08181,130.0691,130.08611,130.08625,130.08625,130.09741,131.08139,131.08144,133.02761,134.08091,134.08086,134.08104,134.08103,134.11728,134.11736,136.06167,136.07553,136.07557,136.93996,136.95783,137.05961,137.93514,139.05006,140.09298,141.06571,141.06576,142.04969,142.04969,142.04971,142.08608,142.08609,142.0861,142.94788,144.06533,144.06529,144.06525,144.06536,144.13809,144.1381,144.13811,145.04924,145.04927,145.08729,145.10813,145.10816,146.09218,148.03897,148.03991,148.04305,148.09636,148.09659,148.09655,152.11763,152.11767,154.13339,156.04189,156.0419,156.07664,156.13801,157.09684,157.09694,157.09696,158.04436,158.04454,158.04455,158.11744,158.92183,159.07586,159.09805,160.05993,160.05994,160.06007,160.09671,160.10761,160.90118,161.0765,161.08231,161.09147,161.09177,161.09179,161.10313,162.07594,162.07593,162.11185,162.11215,163.05977,163.07105,163.07521,164.12784,165.11185,166.08607,170.09214,171.05114,171.08742,172.06024,172.07142,173.09193,174.08713,174.89581,175.07089,175.07087,175.071,175.10724,176.10262,176.12804,176.13907,176.87502,178.05856,178.07225,180.10177,181.02576,181.03693,181.03718,181.10798,183.1743,184.09012,184.10765,184.10789,185.16473,187.10747,189.13453,190.07057,192.05133,192.09769,192.15922,192.90637,193.14326,193.14338,193.15871,194.06715,195.12256,196.09659,196.09668,196.11922,196.11925,198.06944,198.09698,198.12317,198.13492,199.10084,199.11875,199.11891,200.03177,200.08511,200.08519,200.10273,200.10289,200.23731,202.10727,202.14325,202.96921,203.10258,204.08629,204.08652,204.08656,205.06069,206.11326,206.11344,207.07633,207.15904,209.10182,209.10187,209.15349,213.01556,213.08679,213.08693,213.11206,214.25278,214.84966,215.13894,216.06291,216.10899,217.11825,217.12898,217.1545,218.10216,219.09707,219.0976,219.12241,219.19544,220.11785,223.08242,223.11746,223.97194,224.06637,224.06652,225.01553,225.01571,226.17982,226.18001,227.17509,228.09771,228.13833,228.19572,229.1181,230.09568,230.10677,231.07976,233.11255,233.11305,233.12406,233.14954,234.08709,234.09712,234.13356,234.91675,235.07114,235.1173,235.11752,235.15392,235.1648,236.14912,237.91812,237.9875,238.91288,239.14855,239.14862,243.0874,243.08745,244.11126,244.12898,244.17646,244.19034,244.19052,245.11272,245.11286,245.11302,246.13355,247.07455,247.09315,247.09349,247.09354,247.09363,247.12841,247.12836,247.12854,249.1075,249.11196,249.16956,249.20592,250.80725,252.14402,253.12797,253.12797,254.06562,254.16072,255.09737,258.14882,261.10099,261.10146,261.10161,261.14413,261.14418,261.14439,261.14438,261.18037,262.09159,262.16478,263.04655,263.0871,263.12359,263.22159,267.10721,267.14378,268.17517,268.99823,269.08623,271.09633,271.09632,272.06641,272.06637,272.1001,273.0481,273.10783,274.85187,276.10102,276.10114,276.10805,276.11862,276.11859,276.15503,277.07857,277.09617,277.10421,277.13897,277.13902,279.04714,279.10046,279.10057,280.10212,280.13646,280.96381,281.05088,281.21098,282.1909,284.05258,284.1702,284.2066,284.97208,285.09809,285.15516,286.11268,286.17594,287.11362,289.2736,291.11822,291.25285,292.1023,293.13827,295.09519,295.0955,295.09688,295.12845,295.12854,296.02902,296.02908,296.13134,296.16995,298.18585,298.99271,299.1489,300.19165,300.20129,300.20144,304.1754,304.29973,305.13829,305.1452,305.26853,309.24233,310.82839,313.14349,313.32111,314.09151,314.15314,314.1808,314.20726,315.05205,315.10854,315.18017,317.14487,318.17006,319.28423,325.32127,326.37799,328.19659,328.22304,330.81843,332.33105,332.89366,334.15418,334.18595,335.8951,336.04775,336.88988,336.94875,338.15969,338.34168,340.12367,340.12367,340.19634,342.13932,342.13925,342.13941,344.22774,344.22774,345.07038,345.07048,345.08673,345.1192,346.33153,348.78426,352.17546,352.30574,355.23389,358.1342,359.13483,360.36238,363.12263,365.17045,369.24955,369.3475,371.20647,372.1863,372.34708,372.82873,373.16443,375.12984,377.14525,380.09533,380.22791,380.3369,380.3369,381.07874,387.19295,387.2013,388.39347,393.28596,402.35785,404.38873,407.13826,408.22277,408.36822,408.80531,415.23274,421.07402,423.08965,430.38909,432.25911,434.23853,434.27484,434.2749,441.09968,444.13498,444.13535,444.13536,460.23898,461.04528,470.80583,478.14123,480.30849,482.32417,485.14331,486.83718,495.12457,496.33982,499.00114,501.13835,504.32345,509.0814,528.84735,536.16503,536.16504,536.95699,544.08248,550.24331,556.1206,563.50327,564.25888,579.53453,584.08848,593.55001,621.25113,621.30984,626.82391,634.93371,641.12322,654.3314,679.0789,690.50611,690.50651,702.5061,704.52173,706.50161,709.24812,716.52167,718.53794,720.55388,722.56961,730.53724,732.55341,734.56889,744.55284,744.55357,791.23216,83.06019,84.08079,94.92948,96.04418,98.07118,99.09161,99.09159
RT [min],5.009,3.072,6.119,4.385,5.068,5.427,5.562,5.273,3.959,4.517,5.12,2.348,2.091,4.937,3.191,5.51,3.486,5.074,3.726,4.277,3.482,5.297,5.418,3.576,5.222,5.147,6.09,4.653,5.105,7.129,5.179,4.525,5.017,5.191,4.765,4.137,4.606,5.242,4.995,4.497,4.954,4.93,5.207,3.863,5.917,3.533,3.175,3.727,5.312,5.113,4.756,5.361,4.428,0.851,7.131,4.452,4.639,4.636,4.394,4.913,5.558,3.31,4.422,5.097,3.477,4.636,5.014,5.411,5.403,5.684,5.596,5.286,5.254,3.492,6.447,5.165,5.484,1.251,4.943,5.293,1.157,0.812,4.415,4.325,3.96,4.257,0.799,4.83,5.147,5.072,5.068,5.472,5.609,5.078,0.918,4.829,5.16,4.958,7.163,5.329,4.721,5.509,4.722,4.268,0.795,5.24,0.903,5.408,5.398,4.723,5.592,0.942,0.938,4.734,3.462,5.154,6.281,5.113,2.689,1.274,0.836,5.683,4.939,4.341,0.963,4.735,4.044,4.057,5.434,5.275,4.867,5.554,5.561,5.285,3.808,5.232,4.944,5.356,5.258,5.643,5.418,5.232,5.251,1.047,5.286,5.163,4.829,3.861,5.843,1.091,0.924,5.53,1.148,5.11,4.914,4.234,5.218,5.114,5.148,4.723,4.906,1.365,4.37,5.068,5.269,3.573,3.493,4.633,5.412,4.838,4.697,5.523,5.873,6.191,5.37,5.073,5.935,3.977,4.662,3.65,5.369,4.631,4.721,4.514,5.549,3.847,5.206,5.104,3.984,4.714,4.355,5.531,4.962,3.943,4.753,4.171,1.463,5.426,5.222,3.57,5.376,5.409,4.736,5.073,3.82,5.511,4.813,4.119,5.179,1.206,4.944,4.264,5.297,1.402,4.122,5.955,0.872,3.449,5.414,1.592,4.438,3.941,3.944,5.089,5.015,2.686,5.339,5.476,4.724,5.558,5.321,5.342,5.105,5.338,1.783,1.78,3.487,3.815,4.132,6.785,6.463,6.806,5.628,5.514,7.139,4.165,5.306,4.117,5.314,5.858,5.167,4.267,1.404,7.171,7.139,5.59,6.361,5.334,1.375,5.071,4.413,4.603,4.231,3.829,5.556,4.43,4.442,5.779,5.778,3.56,5.774,3.947,6.484,4.438,4.454,4.721,5.12,5.338,3.497,4.58,4.923,5.957,4.127,5.111,5.204,3.49,4.005,5.483,5.5,5.418,5.214,4.831,5.528,5.936,5.51,1.177,5.11,5.14,4.264,3.907,4.121,5.145,4.873,5.005,5.665,5.822,5.602,1.069,4.557,4.559,4.002,5.016,4.731,4.635,4.169,5.944,5.034,5.028,4.831,5.131,5.222,4.471,5.171,5.81,5.028,5.034,4.957,4.501,4.722,6.538,3.489,4.067,4.977,5.309,5.409,5.269,0.889,5.331,1.062,3.758,2.799,3.192,5.552,3.449,4.63,4.408,5.362,5.679,5.129,5.145,5.252,5.003,5.338,3.763,4.256,5.769,5.976,4.06,0.92,1.069,4.837,5.655,4.898,0.871,5.288,5.143,4.704,3.864,4.626,6.963,4.913,2.906,5.447,1.084,5.81,1.047,0.974,0.92,2.657,1.349,1.08,3.814,3.816,3.809,5.466,5.41,5.006,6.445,4.922,5.435,6.388,5.584,3.909,4.07,5.287,4.084,3.496,3.52,4.966,5.951,4.449,5.161,4.551,4.678,5.537,4.81,4.721,5.836,0.914,3.968,3.477,0.849,5.304,3.486,3.492,0.888,2.576,5.716,3.418,5.29,3.879,3.494,5.049,1.493,4.435,5.164,3.487,1.051,0.829,3.935,5.463,0.952,5.695,5.31,5.62,5.401,5.609,1.185,0.854,1.186,3.945,0.932,0.921,2.898,4.07,5.356,3.496,4.939,3.461,5.246,3.423,5.555,3.493,3.23,5.778,5.593,1.048,0.944,0.887,4.278,4.684,5.777,5.613,5.777,1.124,1.376,1.31,1.533,4.522,4.601,4.221,1.082,1.808,5.157,5.25,3.484,3.487,3.796,4.947,5.279,5.506,4.698,4.767,4.873,4.731,5.135,1.018,0.917,0.874,5.71,0.955,3.467,3.916,5.559,5.37,5.957,0.924,5.147,4.523,4.7,4.625,4.682,3.296,3.332,4.268,4.932,3.789,0.632,5.483,3.483,0.878,4.62,0.964,1.049,5.955,4.911,0.945,0.972,4.06,5.471,3.173,3.848,5.452,5.757,4.417,4.174,5.263,5.264,5.361,4.599,4.436,4.56,4.413,4.778,4.872,5.401,4.739,4.745,4.932,0.847,5.342,0.79,0.829,3.452,5.385,0.988,0.94,5.952,1.841,4.829,4.8,3.486,1.334,0.843,4.756,0.869,5.332,0.887,5.173,5.27,4.685,4.584,4.668,4.797,4.876,0.934,1.218,0.965,5.623,0.906,3.456,1.107,1.403,0.841,3.465,0.901,5.267,0.866,0.819,5.732,0.941,2.091,3.728,4.368,3.452,3.405,4.561,1.304,0.926,5.037,0.897,0.851,3.545,3.428,0.959,3.305,5.755,3.45,5.778,4.416,0.886,5.778,5.418,5.778,5.637,3.061,0.848,5.482,5.491,1.373,5.597,5.623,6.12,1.437,1.442,5.274,5.274,3.433,1.686,1.842,5.72,0.901,0.874,6.068,4.649,2.182,3.439,0.937,3.694,6.092,3.577,0.823,4.514,3.516,5.775,0.913,3.037,3.635,6.119,0.899,0.861,0.866,5.422,0.929,0.836,0.799,0.858,3.55,0.834,4.401,0.917,0.85,5.769,0.822,5.523,5.6,3.536,0.841,0.888,0.817,0.816,5.401,5.144,5.227,5.229,4.449,5.686,5.775,5.357,3.304,3.291,5.512,5.776,5.833,3.275,5.688,5.866,0.632,6.063,5.779,0.79,0.787,5.691,4.802,0.933,5.857,0.977,0.928,3.019,5.283,2.995,5.604,0.791,5.779,5.693,5.825,0.801,5.817,2.761,0.973,2.755,2.755,2.983,4.495,2.743,0.973,2.748,0.823,2.741,0.973,2.738,2.738,0.976,6.551,5.037,1.718,5.746,5.052,5.325,4.368,5.514
